Contig	Start	End	Strand	Pos
contig_1	132661	133356	-1	119
contig_1	133470	133910	1	120
contig_1	133960	134457	1	121
contig_1	134558	135493	1	122
contig_1	135484	135822	-1	123
contig_1	135838	136617	-1	124
contig_1	136703	137809	-1	125
contig_1	137887	138726	-1	126
contig_1	138892	139815	-1	127
contig_1	140032	141270	-1	128
contig_1	141930	143108	1	129
contig_1	143114	145075	1	130
contig_1	145079	146029	1	131
contig_1	146179	148053	1	132
contig_1	148042	149151	-1	133
contig_1	149241	149726	-1	134
contig_1	149752	150372	1	135
contig_1	150356	150910	1	136
contig_1	150992	151588	1	137
contig_1	151585	152658	1	138
contig_1	152676	153860	1	139
contig_1	153857	154375	1	140
contig_1	154350	155093	1	141
contig_1	155100	156602	-1	142
contig_1	156711	158216	-1	143
contig_1	158376	158702	-1	144
contig_1	158708	159061	-1	145
contig_1	159278	160015	-1	146
contig_1	160139	161605	-1	147
contig_1	161749	163215	-1	148
contig_1	163522	171876	1	149
contig_1	172140	174419	1	150
contig_1	174420	175745	-1	151
contig_1	176045	176692	1	152
contig_1	176706	177518	1	153
contig_1	177534	179984	-1	154
contig_1	180292	180846	1	155
contig_1	180862	181590	-1	156
contig_1	181639	183990	1	157
contig_1	184019	185404	1	158
contig_1	185469	187439	1	159
contig_1	187434	188537	-1	160
contig_1	188888	189115	-1	161
contig_1	189236	190192	-1	162
contig_1	190576	191667	1	163
contig_1	191979	193277	1	164
contig_1	193321	194583	1	165
contig_1	194628	195482	-1	166
contig_1	195479	196333	-1	167
contig_1	196354	197952	-1	168
contig_1	197985	199997	-1	169
contig_1	200008	200868	-1	170
contig_1	200983	201426	1	171
contig_1	201434	201895	-1	172
contig_1	202030	202674	-1	173
contig_1	203171	203389	1	174
contig_1	203547	203918	-1	175
contig_1	204170	205066	1	176
contig_1	205056	206255	-1	177
contig_1	206428	207456	1	178
contig_1	207603	207866	1	179
contig_1	207850	208926	1	180
contig_1	208911	209576	1	181
contig_1	209675	210535	1	182
contig_1	210552	211505	1	183
contig_1	211579	212745	-1	184
contig_1	212745	213158	-1	185
contig_1	213510	214991	-1	186
contig_1	215221	216645	-1	187
contig_1	217516	218409	1	188
contig_1	218649	218750	1	189
contig_1	218788	219381	1	190
contig_1	219442	220698	1	191
contig_1	220887	223160	-1	192
contig_1	223663	225753	-1	193
contig_1	225858	227222	-1	194
contig_1	227285	227749	-1	195
contig_1	227993	229102	1	196
contig_1	229092	229742	-1	197
contig_1	229739	232633	-1	198
contig_1	232630	234852	-1	199
contig_1	234957	235778	1	200
contig_1	235998	238271	-1	201
contig_1	238544	240025	-1	202
contig_1	240026	241594	1	203
contig_1	241598	242131	-1	204
contig_1	242421	242672	1	205
contig_1	242690	242995	-1	206
contig_1	243073	245196	-1	207
contig_1	245475	246128	1	208
contig_1	246125	246625	-1	209
contig_1	246784	248373	1	210
contig_1	248380	249390	-1	211
contig_1	249659	251494	-1	212
contig_1	251507	252790	-1	213
contig_1	252783	254105	-1	214
contig_1	254089	254973	-1	215
contig_1	255120	259319	1	216
contig_1	259306	262443	1	217
contig_1	262478	263557	1	218
contig_1	263656	264300	1	219
contig_1	264300	266318	1	220
contig_1	266361	266813	1	221
contig_1	266810	269935	1	222
contig_1	269932	271059	1	223
contig_1	271263	271565	1	224
contig_1	271669	273063	-1	225
contig_1	273328	274773	1	226
contig_1	274778	275323	1	227
contig_1	275328	276464	1	228
contig_1	276457	278529	1	229
contig_1	278516	280057	1	230
contig_1	280094	281029	1	231
contig_1	281056	282825	1	232
contig_1	282929	283807	-1	233
contig_1	283945	284334	-1	234
contig_1	284321	285220	-1	235
contig_1	285289	286209	-1	236
contig_1	286443	286808	1	237
contig_1	286825	288822	1	238
contig_1	288834	289037	1	239
contig_1	289198	290637	1	240
contig_1	290634	293756	1	241
contig_1	294211	294504	1	242
contig_1	294538	295197	-1	243
contig_1	295418	297445	1	244
contig_1	297574	298740	1	245
contig_1	298955	299227	-1	246
contig_1	299274	299546	-1	247
contig_1	299593	300462	-1	248
contig_1	300907	301698	1	249
contig_1	301699	303162	1	250
contig_1	303162	305633	1	251
contig_1	305733	306926	1	252
contig_1	306954	307499	1	253
contig_1	307664	308137	-1	254
contig_1	308660	309040	1	255
contig_1	309042	309911	1	256
contig_1	310087	310809	1	257
contig_1	310806	313868	-1	258
contig_1	313902	315248	-1	259
contig_1	315252	316847	-1	260
contig_1	317056	317763	-1	261
contig_1	318008	318880	1	262
contig_1	318942	319682	-1	263
contig_1	320187	320690	1	264
contig_1	320647	321963	1	265
contig_1	322339	322740	-1	266
contig_1	323965	324237	1	267
contig_1	324313	324855	-1	268
contig_1	324960	325760	1	269
contig_1	325789	326400	1	270
contig_1	326432	329215	1	271
contig_1	329489	330076	-1	272
contig_1	330073	330546	-1	273
contig_1	330864	331316	1	274
contig_1	331313	331762	1	275
contig_1	331767	332141	-1	276
contig_1	332312	333523	1	277
contig_1	333491	333913	-1	278
contig_1	333925	334752	-1	279
contig_1	335097	335750	1	280
contig_1	335826	337346	1	281
contig_1	337417	337593	1	282
contig_1	337802	338599	1	283
contig_1	338617	339807	-1	284
contig_1	340030	340893	-1	285
contig_1	341096	343375	1	286
contig_1	343425	347603	1	287
contig_1	347666	354898	1	288
contig_1	355029	355784	1	289
contig_1	356512	357369	-1	290
contig_1	358127	358975	1	291
contig_1	359035	360141	-1	292
contig_1	360151	361008	-1	293
contig_1	361152	362003	-1	294
contig_1	362003	362743	-1	295
contig_1	362995	363384	1	296
contig_1	363386	364207	-1	297
contig_1	364204	364548	-1	298
contig_1	364548	365156	-1	299
contig_1	365153	365668	-1	300
contig_1	365665	365847	-1	301
contig_1	365844	366569	-1	302
contig_1	366571	367302	-1	303
contig_1	367302	367979	-1	304
contig_1	367985	368671	-1	305
contig_1	368677	370173	-1	306
contig_1	370256	370840	-1	307
contig_1	371343	372032	1	308
contig_1	372036	372884	-1	309
contig_1	372972	374858	-1	310
contig_1	374993	375979	-1	311
contig_1	376027	376275	-1	312
contig_1	376372	377013	1	313
contig_1	377147	377257	-1	314
contig_1	377520	379145	1	315
contig_1	379145	380593	1	316
contig_1	380679	381173	1	317
contig_1	381192	382157	1	318
contig_1	383781	384020	1	319
contig_1	384536	385114	-1	320
contig_1	386639	386959	1	321
contig_1	387767	389188	1	322
contig_1	389190	390470	-1	323
contig_1	390503	392677	-1	324
contig_1	392843	393562	1	325
contig_1	393566	394540	1	326
contig_1	394542	394970	1	327
contig_1	394988	396043	1	328
contig_1	396067	396900	1	329
contig_1	396911	397186	1	330
contig_1	397196	398014	1	331
contig_1	398037	399122	1	332
contig_1	399132	401246	1	333
contig_1	401279	402673	1	334
contig_1	402703	403620	1	335
contig_1	403648	404466	1	336
contig_1	404494	404898	1	337
contig_1	404946	405413	1	338
contig_1	405410	406018	1	339
contig_1	406193	407407	1	340
contig_1	407435	408685	1	341
contig_1	408793	410724	1	342
contig_1	410742	412028	-1	343
contig_1	412040	412603	-1	344
contig_1	412630	414012	-1	345
contig_1	414039	414824	-1	346
contig_1	415090	415410	1	347
contig_1	415426	416775	-1	348
contig_1	417292	417972	-1	349
contig_1	417948	418988	-1	350
contig_1	419145	420236	1	351
contig_1	420217	420948	1	352
contig_1	421045	421839	1	353
contig_1	421852	422802	-1	354
contig_1	422827	423753	-1	355
contig_1	423807	424178	-1	356
contig_1	424272	426029	1	357
contig_1	426058	426393	-1	358
contig_1	426577	428454	-1	359
contig_1	428956	429279	1	360
contig_1	429379	429645	1	361
contig_1	429856	430908	1	362
contig_1	430905	431378	1	363
contig_1	431387	431896	1	364
contig_1	431908	432639	1	365
contig_1	432845	433258	1	366
contig_1	433255	434628	-1	367
contig_1	434645	435376	-1	368
contig_1	435373	436095	-1	369
contig_1	436100	436732	-1	370
contig_1	436726	437304	-1	371
contig_1	437301	438659	-1	372
contig_1	438875	439651	1	373
contig_1	439664	440395	-1	374
contig_1	440406	441332	-1	375
contig_1	441414	442340	-1	376
contig_1	442344	445295	-1	377
contig_1	445355	446920	-1	378
contig_1	446950	448728	-1	379
contig_1	448762	450045	-1	380
contig_1	450059	450814	-1	381
contig_1	450851	452152	-1	382
contig_1	452243	453157	1	383
contig_1	454885	455124	1	384
contig_1	455640	456218	-1	385
contig_1	457744	458064	1	386
contig_1	459004	459402	-1	387
contig_1	459520	460647	-1	388
contig_1	460637	461098	-1	389
contig_1	461291	462076	1	390
contig_1	462045	463106	-1	391
contig_1	463410	463853	1	392
contig_1	463881	464276	1	393
contig_1	464528	465313	-1	394
contig_1	465319	466119	-1	395
contig_1	466100	467080	-1	396
contig_1	467082	469151	-1	397
contig_1	469227	470816	-1	398
contig_1	470850	471734	1	399
contig_1	471907	472758	1	400
contig_1	472828	473793	1	401
contig_1	473880	474251	1	402
contig_1	474257	474976	1	403
contig_1	474973	476052	1	404
contig_1	476105	476911	1	405
contig_1	477179	477829	1	406
contig_1	477833	478285	1	407
contig_1	478939	480276	1	408
contig_1	480285	480785	1	409
contig_1	481551	481979	1	410
contig_1	481995	483929	-1	411
contig_1	483932	484462	-1	412
contig_1	484491	484985	-1	413
contig_1	485121	485801	-1	414
contig_1	486596	488509	-1	415
contig_1	488782	489450	1	416
contig_1	489481	490164	1	417
contig_1	490164	491231	1	418
contig_1	491248	492612	-1	419
contig_1	492720	493637	1	420
contig_1	493699	494622	-1	421
contig_1	494857	495819	-1	422
contig_1	495852	496055	-1	423
contig_1	496052	496867	-1	424
contig_1	496889	497710	-1	425
contig_1	497864	498529	-1	426
contig_1	498548	499108	-1	427
contig_1	499250	500224	-1	428
contig_1	500301	500798	-1	429
contig_1	500866	501018	-1	430
contig_1	501206	502153	1	431
contig_1	502186	503103	1	432
contig_1	503235	503651	1	433
contig_1	503689	504309	1	434
contig_1	504432	504818	1	435
contig_1	504844	506019	1	436
contig_1	506112	507899	1	437
contig_1	507789	508631	-1	438
contig_1	508591	509463	-1	439
contig_1	509640	510530	1	440
contig_1	510717	512420	1	441
contig_1	512428	513903	-1	442
contig_1	514061	515077	-1	443
contig_1	515225	515527	1	444
contig_1	515524	518790	1	445
contig_1	518830	520758	1	446
contig_1	520755	521864	-1	447
contig_1	522265	523272	1	448
contig_1	523481	527602	1	449
contig_1	527629	529539	1	450
contig_1	529584	529814	1	451
contig_1	529964	530374	1	452
contig_1	530662	532236	1	453
contig_1	532348	533901	1	454
contig_1	534241	534651	1	455
contig_1	534702	535283	1	456
contig_1	535388	536302	1	457
contig_1	536382	538724	-1	458
contig_1	538830	539273	1	459
contig_1	539281	540474	-1	460
contig_1	540491	542869	-1	461
contig_1	543026	543385	-1	462
contig_1	543465	547127	-1	463
contig_1	547160	547759	-1	464
contig_1	547859	548896	-1	465
contig_1	548893	549462	-1	466
contig_1	549486	550364	-1	467
contig_1	550456	550983	-1	468
contig_1	551699	553273	1	469
contig_1	553406	553927	1	470
contig_1	554017	554844	1	471
contig_1	554987	555400	-1	472
contig_1	555414	556370	-1	473
contig_1	556367	557254	-1	474
contig_1	557275	559350	-1	475
contig_1	559389	559817	-1	476
contig_1	560041	560991	1	477
contig_1	561000	562214	-1	478
contig_1	562460	563107	-1	479
contig_1	563328	564509	1	480
contig_1	564517	565329	1	481
contig_1	565474	566190	1	482
contig_1	566198	567568	1	483
contig_1	567618	569669	1	484
contig_1	569666	571018	-1	485
contig_1	571040	572500	-1	486
contig_1	572529	573263	-1	487
contig_1	573341	575152	-1	488
contig_1	575304	576050	-1	489
contig_1	576047	576607	-1	490
contig_1	576604	576963	-1	491
contig_1	577071	578060	1	492
contig_1	578165	579505	1	493
contig_1	579551	580567	1	494
contig_1	580718	583783	1	495
contig_1	583841	584878	1	496
contig_1	585108	586553	1	497
contig_1	586574	587611	1	498
contig_1	587614	588027	-1	499
contig_1	588178	589371	1	500
contig_1	589377	590255	-1	501
contig_1	590373	590747	-1	502
contig_1	590790	592310	-1	503
contig_1	592374	593051	-1	504
contig_1	593166	595025	1	505
contig_1	595039	595290	-1	506
contig_1	595493	596164	1	507
contig_1	596181	596957	-1	508
contig_1	596957	598153	-1	509
contig_1	598163	598420	-1	510
contig_1	598704	599735	-1	511
contig_1	599812	601014	-1	512
contig_1	601263	603410	1	513
contig_1	603412	604656	1	514
contig_1	604673	605773	1	515
contig_1	605917	606666	1	516
contig_1	606641	607477	1	517
contig_1	607487	608278	1	518
contig_1	608330	609214	1	519
contig_1	609220	610440	-1	520
contig_1	610612	611685	-1	521
contig_1	612051	612833	1	522
contig_1	612854	613675	1	523
contig_1	613696	614904	1	524
contig_1	614884	616419	-1	525
contig_1	616448	618055	-1	526
contig_1	618288	619235	1	527
contig_1	619255	620094	1	528
contig_1	620072	620782	1	529
contig_1	620813	622069	1	530
contig_1	622285	624645	1	531
contig_1	624763	625545	1	532
contig_1	625744	627180	1	533
contig_1	627186	628640	-1	534
contig_1	628694	629788	-1	535
contig_1	629901	631253	1	536
contig_1	631348	633387	1	537
contig_1	633398	634012	-1	538
contig_1	634191	635144	-1	539
contig_1	635141	635830	-1	540
contig_1	635904	637622	-1	541
contig_1	637643	638341	-1	542
contig_1	638490	640130	-1	543
contig_1	640416	640673	1	544
contig_1	640677	641831	-1	545
contig_1	642048	642299	1	546
contig_1	642423	642878	1	547
contig_1	642875	644161	1	548
contig_1	644453	645757	1	549
contig_1	645906	646394	1	550
contig_1	646435	647091	1	551
contig_1	647126	648763	1	552
contig_1	648899	649438	-1	553
contig_1	649445	649993	-1	554
contig_1	650478	650963	1	555
contig_1	651013	651795	-1	556
contig_1	651878	654556	-1	557
contig_1	654712	655290	1	558
contig_1	655377	656432	1	559
contig_1	656436	657077	1	560
contig_1	657104	658054	1	561
contig_1	658040	659056	-1	562
contig_1	659080	661536	-1	563
contig_1	661520	665053	-1	564
contig_1	665093	666112	-1	565
contig_1	666208	667176	1	566
contig_1	667193	667711	1	567
contig_1	667732	668244	-1	568
contig_1	668865	670439	1	569
contig_1	670429	671358	1	570
contig_1	671457	672926	1	571
contig_1	672952	673533	-1	572
contig_1	673533	674615	-1	573
contig_1	674612	675538	-1	574
contig_1	675531	676019	-1	575
contig_1	676035	676232	-1	576
contig_1	676478	676933	-1	577
contig_1	677172	677444	-1	578
contig_1	677453	678274	-1	579
contig_1	678392	679291	1	580
contig_1	679408	680556	1	581
contig_1	680660	681496	1	582
contig_1	681612	683156	1	583
contig_1	683161	684084	-1	584
contig_1	684165	685046	-1	585
contig_1	685595	686551	-1	586
contig_1	686613	687509	-1	587
contig_1	687851	688756	-1	588
contig_1	688784	689716	-1	589
contig_1	689850	690920	-1	590
contig_1	691043	691654	1	591
contig_1	691668	691835	-1	592
contig_1	691969	693636	-1	593
contig_1	693711	694409	-1	594
contig_1	694406	695563	-1	595
contig_1	695568	696665	-1	596
contig_1	696698	697573	-1	597
contig_1	697590	698609	-1	598
contig_1	698772	699284	1	599
contig_1	699525	700712	1	600
contig_1	700879	701976	-1	601
contig_1	701966	702505	-1	602
contig_1	702797	703345	-1	603
contig_1	703338	704054	-1	604
contig_1	704072	704599	-1	605
contig_1	704641	708246	-1	606
contig_1	708264	709526	-1	607
contig_1	709644	710309	1	608
contig_1	710428	711255	1	609
contig_1	711446	713089	1	610
contig_1	713102	714136	1	611
contig_1	714167	715171	1	612
contig_1	715173	715979	1	613
contig_1	716055	716558	1	614
contig_1	716555	718033	-1	615
contig_1	718170	719993	-1	616
contig_1	719990	720544	-1	617
contig_1	720752	720901	-1	618
contig_1	721565	722032	1	619
contig_1	722041	723048	1	620
contig_1	723052	723816	-1	621
contig_1	723876	724529	-1	622
contig_1	724545	724859	-1	623
contig_1	724885	725367	-1	624
contig_1	725386	726147	1	625
contig_1	726149	726649	-1	626
contig_1	726875	727123	-1	627
contig_1	727230	728129	-1	628
contig_1	728135	728614	-1	629
contig_1	728586	728942	-1	630
contig_1	729047	729928	-1	631
contig_1	729958	730284	-1	632
contig_1	730383	731261	-1	633
contig_1	731379	731822	-1	634
contig_1	731965	733380	-1	635
contig_1	733396	734277	-1	636
contig_1	734287	735138	-1	637
contig_1	735547	736716	1	638
contig_1	736718	737848	-1	639
contig_1	738036	738728	-1	640
contig_1	738966	740840	1	641
contig_1	740842	741894	-1	642
contig_1	741866	742903	-1	643
contig_1	742903	744108	-1	644
contig_1	744112	745122	-1	645
contig_1	745137	746450	-1	646
contig_1	746469	747572	-1	647
contig_1	747777	748394	1	648
contig_1	748397	749035	1	649
contig_1	749045	750769	-1	650
contig_1	751000	751233	-1	651
contig_1	751417	752115	1	652
contig_1	752126	752872	-1	653
contig_1	753162	754724	1	654
contig_1	754721	754879	1	655
contig_1	754966	755172	-1	656
contig_1	755337	759725	-1	657
contig_1	759890	761107	1	658
contig_1	761104	762276	1	659
contig_1	762276	763550	1	660
contig_1	763557	763853	1	661
contig_1	763901	764536	1	662
contig_1	764541	765506	1	663
contig_1	765511	765897	-1	664
contig_1	766014	768251	-1	665
contig_1	768366	768737	-1	666
contig_1	769258	769896	-1	667
contig_1	770300	770506	1	668
contig_1	770518	770949	1	669
contig_1	770946	771050	1	670
contig_1	771180	771326	1	671
contig_1	771371	772261	1	672
contig_1	772264	774927	-1	673
contig_1	774947	775567	-1	674
contig_1	775621	775869	-1	675
contig_1	776211	778112	1	676
contig_1	778437	779006	1	677
contig_1	779003	779311	-1	678
contig_1	779324	780034	-1	679
contig_1	780024	780485	-1	680
contig_1	780536	781879	-1	681
contig_1	781972	782658	1	682
contig_1	782655	784004	1	683
contig_1	784001	784321	1	684
contig_1	784323	785996	1	685
contig_1	786174	786614	1	686
contig_1	786611	787396	-1	687
contig_1	787795	788322	1	688
contig_1	788397	789518	1	689
contig_1	789568	790080	1	690
contig_1	790087	790812	-1	691
contig_1	790970	791842	1	692
contig_1	791846	793210	-1	693
contig_1	793335	794345	-1	694
contig_1	794363	796450	1	695
contig_1	796455	797867	1	696
contig_1	797888	798367	1	697
contig_1	798521	799654	1	698
contig_1	799675	800772	1	699
contig_1	800753	802048	1	700
contig_1	802051	802827	1	701
contig_1	802858	803691	1	702
contig_1	803688	804509	1	703
contig_1	804709	805185	-1	704
contig_1	805233	806597	1	705
contig_1	806569	807525	-1	706
contig_1	807928	809499	1	707
contig_1	809569	809955	1	708
contig_1	810036	810980	-1	709
contig_1	811045	811836	-1	710
contig_1	812104	814050	1	711
contig_1	814084	814575	1	712
contig_1	815069	815449	1	713
contig_1	815816	816055	1	714
contig_1	816101	816292	1	715
contig_1	816273	816500	1	716
contig_1	816672	816815	1	717
contig_1	816847	817704	1	718
contig_1	817768	818982	1	719
contig_1	819598	820596	-1	720
contig_1	820703	821806	1	721
contig_1	821982	824228	1	722
contig_1	824265	825359	1	723
contig_1	825356	825787	1	724
contig_1	825818	826255	1	725
contig_1	826273	826608	1	726
contig_1	826660	828267	1	727
contig_1	828264	828698	-1	728
contig_1	829025	829555	1	729
contig_1	829571	831058	1	730
contig_1	831074	831634	1	731
contig_1	831675	832088	1	732
contig_1	832072	833820	1	733
contig_1	833817	834590	1	734
contig_1	834601	835683	1	735
contig_1	835714	836118	1	736
contig_1	836509	837405	-1	737
contig_1	837466	837894	-1	738
contig_1	838060	838953	1	739
contig_1	839183	840847	-1	740
contig_1	840844	844725	-1	741
contig_1	844751	845503	-1	742
contig_1	845500	846855	-1	743
contig_1	846870	847451	-1	744
contig_1	847457	848077	-1	745
contig_1	848448	849926	1	746
contig_1	850050	851021	1	747
contig_1	851025	853553	1	748
contig_1	853550	854734	1	749
contig_1	854832	855161	1	750
contig_1	855345	856409	-1	751
contig_1	856477	857529	-1	752
contig_1	857545	859488	-1	753
contig_1	859599	861353	1	754
contig_1	861413	862303	1	755
contig_1	862384	863379	1	756
contig_1	863407	864417	1	757
contig_1	864414	865376	-1	758
contig_1	865373	865831	-1	759
contig_1	865936	868263	1	760
contig_1	868260	869459	1	761
contig_1	869490	870890	-1	762
contig_1	871083	872066	1	763
contig_1	872063	873643	-1	764
contig_1	873893	875377	-1	765
contig_1	875612	876802	-1	766
contig_1	876807	877547	-1	767
contig_1	877563	879092	-1	768
contig_1	879235	880167	-1	769
contig_1	880507	881355	-1	770
contig_1	881443	881682	-1	771
contig_1	881779	881973	-1	772
contig_1	882421	885087	1	773
contig_1	885303	886631	1	774
contig_1	886861	887202	1	775
contig_1	887204	889111	1	776
contig_1	889123	889302	1	777
contig_1	889364	890764	1	778
contig_1	890756	891337	-1	779
contig_1	891388	891798	-1	780
contig_1	892064	893917	-1	781
contig_1	894156	894428	1	782
contig_1	894525	895238	1	783
contig_1	895293	895607	-1	784
contig_1	896022	896681	-1	785
contig_1	896847	897617	1	786
contig_1	897620	898516	1	787
contig_1	898548	899702	1	788
contig_1	899731	901092	1	789
contig_1	901141	901812	-1	790
contig_1	901935	902276	1	791
contig_1	902294	903775	1	792
contig_1	903805	905304	1	793
contig_1	905735	906142	-1	794
contig_1	906169	906573	-1	795
contig_1	906719	907690	-1	796
contig_1	907694	908554	-1	797
contig_1	908648	909115	1	798
contig_1	909175	910845	-1	799
contig_1	910846	911925	-1	800
contig_1	911961	913598	-1	801
contig_1	913766	914392	1	802
contig_1	914479	915039	1	803
contig_1	915045	915830	-1	804
contig_1	915855	916343	-1	805
contig_1	916420	916857	-1	806
contig_1	916833	917576	-1	807
contig_1	917583	918785	-1	808
contig_1	918776	919528	-1	809
contig_1	919512	920183	-1	810
contig_1	920155	920955	-1	811
contig_1	920986	921444	-1	812
contig_1	921498	922727	-1	813
contig_1	922729	924546	-1	814
contig_1	924565	926916	-1	815
contig_1	926913	927854	-1	816
contig_1	927851	928780	-1	817
contig_1	928807	930426	-1	818
contig_1	930597	932471	1	819
contig_1	932645	934102	1	820
contig_1	934547	935704	1	821
contig_1	935768	936013	-1	822
contig_1	936136	939096	-1	823
contig_1	939166	940995	-1	824
contig_1	941087	942208	-1	825
contig_1	942622	943533	1	826
contig_1	943742	944710	1	827
contig_1	944736	945713	1	828
contig_1	945737	946996	1	829
contig_1	947086	948192	1	830
contig_1	948189	948644	1	831
contig_1	948665	949693	1	832
contig_1	949784	950653	1	833
contig_1	950674	952896	1	834
contig_1	952897	954222	-1	835
contig_1	954224	955735	-1	836
contig_1	955861	957360	-1	837
contig_1	957376	958875	-1	838
contig_1	959023	960180	1	839
contig_1	960220	960654	1	840
contig_1	960743	962536	1	841
contig_1	962545	963615	1	842
contig_1	963605	965386	1	843
contig_1	965487	966629	1	844
contig_1	966630	968120	-1	845
contig_1	968135	969391	-1	846
contig_1	969496	970827	-1	847
contig_1	970841	972124	-1	848
contig_1	972227	972820	1	849
contig_1	973335	974369	1	850
contig_1	974355	976442	-1	851
contig_1	976611	977516	1	852
contig_1	977482	979497	-1	853
contig_1	979586	980071	1	854
contig_1	980194	981756	1	855
contig_1	981760	982698	1	856
contig_1	982690	983040	-1	857
contig_1	983188	984264	1	858
contig_1	984251	985453	1	859
contig_1	985450	985713	-1	860
contig_1	985751	986482	-1	861
contig_1	986726	987670	-1	862
contig_1	987763	988503	-1	863
contig_1	988493	989155	-1	864
contig_1	989160	990149	-1	865
contig_1	990151	990924	1	866
contig_1	990921	991997	1	867
contig_1	992004	992492	-1	868
contig_1	992642	993388	1	869
contig_1	993396	994370	-1	870
contig_1	994367	995332	-1	871
contig_1	995350	996276	-1	872
contig_1	996292	997212	-1	873
contig_1	997305	998951	-1	874
contig_1	999188	999841	-1	875
contig_1	1000045	1003551	-1	876
contig_1	1003555	1003845	-1	877
contig_1	1003880	1005754	-1	878
contig_1	1005850	1006575	-1	879
contig_1	1006541	1007506	-1	880
contig_1	1007592	1009841	1	881
contig_1	1009864	1010661	1	882
contig_1	1010662	1011954	1	883
contig_1	1011954	1012625	1	884
contig_1	1012622	1013341	-1	885
contig_1	1013658	1014845	-1	886
contig_1	1015275	1016516	1	887
contig_1	1016659	1017228	1	888
contig_1	1017261	1018010	1	889
contig_1	1018039	1019487	1	890
contig_1	1019492	1020775	1	891
contig_1	1020793	1021128	1	892
contig_1	1021158	1021655	1	893
contig_1	1022021	1022668	1	894
contig_1	1022730	1023608	1	895
contig_1	1023976	1024515	1	896
contig_1	1025062	1025994	-1	897
contig_1	1026140	1028035	1	898
