Alignment	Theta	Pi	TajimasD	PiN	NumN	PiS	NumS
Spiro2_08270.aligned.fas.oneline	0.0	0.0	None	0.0	256.333333333	0.0	76.6666666667
Spiro2_02880.aligned.fas.oneline	0.0	0.0	None	0.0	616.666666667	0.0	163.333333333
Spiro2_05090.aligned.fas.oneline	0.0054914881933	0.0054914881933	nan	2.0	1447.0	8.0	374.0
Spiro2_01025.aligned.fas.oneline	0.00726141078838	0.00726141078838	nan	7.0	2321.16666667	14.0	570.833333333
Spiro2_08120.aligned.fas.oneline	0.00386313465784	0.00386313465784	nan	2.0	1435.83333333	5.0	376.166666667
Spiro2_03445.aligned.fas.oneline	0.00271002710027	0.00271002710027	nan	0.0	289.0	1.0	80.0
Spiro2_09895.aligned.fas.oneline	0.333333333333	0.333333333333	nan	160.833333333	512.166666667	54.1666666667	132.833333333
Spiro2_04305.aligned.fas.oneline	0.0260521042084	0.0260521042084	nan	15.0	1183.16666667	24.0	313.833333333
Spiro2_05495.aligned.fas.oneline	0.00245459008346	0.00245459008346	nan	3.0	1629.83333333	2.0	407.166666667
Spiro2_02515.aligned.fas.oneline	0.00585651537335	0.00585651537335	nan	4.0	1660.66666667	8.0	388.333333333
Spiro2_06220.aligned.fas.oneline	0.00135501355014	0.00135501355014	nan	0.0	578.666666667	1.0	159.333333333
Spiro2_11385.aligned.fas.oneline	0.0068306010929	0.0068306010929	nan	3.0	597.5	2.0	134.5
Spiro2_00890.aligned.fas.oneline	0.00311526479751	0.00311526479751	nan	0.0	505.0	2.0	137.0
Spiro2_11200.aligned.fas.oneline	0.0	0.0	None	0.0	801.0	0.0	225.0
Spiro2_04910.aligned.fas.oneline	0.00173611111111	0.00173611111111	nan	0.0	457.666666667	1.0	118.333333333
Spiro2_12455.aligned.fas.oneline	0.0	0.0	None	0.0	186.0	0.0	48.0
Spiro2_08780.aligned.fas.oneline	0.00304414003044	0.00304414003044	nan	0.0	521.666666667	2.0	135.333333333
Spiro2_00415.aligned.fas.oneline	0.00555555555556	0.00555555555556	nan	1.0	430.333333333	2.0	109.666666667
Spiro2_11895.aligned.fas.oneline	0.00438596491228	0.00438596491228	nan	3.0	1230.16666667	4.0	365.833333333
Spiro2_11335.aligned.fas.oneline	0.003663003663	0.003663003663	nan	0.0	431.333333333	2.0	114.666666667
Spiro2_06875.aligned.fas.oneline	0.00177777777778	0.00177777777778	nan	1.0	883.666666667	1.0	241.333333333
Spiro2_08440.aligned.fas.oneline	0.00322580645161	0.00322580645161	nan	1.0	1479.33333333	5.0	380.666666667
Spiro2_02210.aligned.fas.oneline	0.00861008610086	0.00861008610086	nan	3.0	646.166666667	4.0	166.833333333
Spiro2_08830.aligned.fas.oneline	0.00224574911774	0.00224574911774	nan	3.0	2413.33333333	4.0	703.666666667
Spiro2_09385.aligned.fas.oneline	0.0	0.0	None	0.0	222.666666667	0.0	59.3333333333
Spiro2_00925.aligned.fas.oneline	0.00102564102564	0.00102564102564	nan	0.0	752.666666667	1.0	222.333333333
Spiro2_10880.aligned.fas.oneline	0.416666666667	0.416666666667	nan	20.6666666667	65.6666666667	14.3333333333	18.3333333333
Spiro2_09660.aligned.fas.oneline	0.0	0.0	None	0.0	249.666666667	0.0	59.3333333333
Spiro2_11775.aligned.fas.oneline	0.0	0.0	None	0.0	631.333333333	0.0	148.666666667
Spiro2_02900.aligned.fas.oneline	0.00156494522692	0.00156494522692	nan	1.0	507.666666667	0.0	131.333333333
Spiro2_09425.aligned.fas.oneline	0.411397345824	0.411397345824	nan	379.25	1054.83333333	147.75	226.166666667
Spiro2_08975.aligned.fas.oneline	0.00382043935053	0.00382043935053	nan	2.0	847.333333333	2.0	199.666666667
Spiro2_02655.aligned.fas.oneline	0.0025	0.0025	nan	2.0	948.333333333	1.0	251.666666667
Spiro2_12460.aligned.fas.oneline	0.00179694519317	0.00179694519317	nan	1.0	882.333333333	1.0	230.666666667
Spiro2_04330.aligned.fas.oneline	0.000562113546936	0.000562113546936	nan	1.0	1387.66666667	0.0	391.333333333
Spiro2_03580.aligned.fas.oneline	0.00734214390602	0.00734214390602	nan	5.0	1092.5	5.0	269.5
Spiro2_04755.aligned.fas.oneline	0.0	0.0	None	0.0	570.666666667	0.0	140.333333333
Spiro2_10285.aligned.fas.oneline	0.0342679127726	0.0342679127726	nan	14.0	774.0	19.0	189.0
Spiro2_11920.aligned.fas.oneline	0.0	0.0	None	0.0	270.0	0.0	81.0
Spiro2_11575.aligned.fas.oneline	0.0	0.0	None	0.0	172.333333333	0.0	52.6666666667
Spiro2_00470.aligned.fas.oneline	0.0876132930514	0.0876132930514	nan	47.0	804.5	40.0	188.5
Spiro2_05850.aligned.fas.oneline	0.0	0.0	None	0.0	399.0	0.0	99.0
Spiro2_12075.aligned.fas.oneline	0.0	0.0	None	0.0	225.666666667	0.0	50.3333333333
Spiro2_00805.aligned.fas.oneline	0.00255427841635	0.00255427841635	nan	1.0	1834.0	5.0	515.0
Spiro2_06585.aligned.fas.oneline	0.00606060606061	0.00606060606061	nan	3.0	1322.16666667	7.0	327.833333333
Spiro2_01535.aligned.fas.oneline	0.0135501355014	0.0135501355014	nan	1.0	567.333333333	9.0	170.666666667
Spiro2_01800.aligned.fas.oneline	0.00314465408805	0.00314465408805	nan	0.0	248.666666667	1.0	69.3333333333
Spiro2_07910.aligned.fas.oneline	0.0518867924528	0.0518867924528	nan	9.5	492.0	23.5	144.0
Spiro2_00625.aligned.fas.oneline	0.0042872454448	0.0042872454448	nan	0.0	721.0	4.0	212.0
Spiro2_12010.aligned.fas.oneline	0.00194931773879	0.00194931773879	nan	2.0	823.0	0.0	203.0
Spiro2_07865.aligned.fas.oneline	0.0214067278287	0.0214067278287	nan	10.0	1037.0	18.0	271.0
Spiro2_05170.aligned.fas.oneline	0.00210084033613	0.00210084033613	nan	1.0	1129.5	2.0	298.5
Spiro2_09850.aligned.fas.oneline	0.0	0.0	None	0.0	206.333333333	0.0	60.6666666667
Spiro2_03435.aligned.fas.oneline	0.0572916666667	0.0572916666667	nan	16.0	314.5	6.0	69.5
Spiro2_06505.aligned.fas.oneline	0.002331002331	0.002331002331	nan	0.0	675.666666667	2.0	182.333333333
Spiro2_12140.aligned.fas.oneline	0.0	0.0	None	0.0	360.0	0.0	105.0
Spiro2_12000.aligned.fas.oneline	0.00113765642776	0.00113765642776	nan	0.0	709.333333333	1.0	169.666666667
Spiro2_06540.aligned.fas.oneline	0.00347222222222	0.00347222222222	nan	0.0	236.666666667	1.0	51.3333333333
Spiro2_04690.aligned.fas.oneline	0.00666666666667	0.00666666666667	nan	4.0	954.5	4.0	245.5
Spiro2_09765.aligned.fas.oneline	0.0	0.0	None	0.0	417.333333333	0.0	131.666666667
Spiro2_06610.aligned.fas.oneline	0.00130718954248	0.00130718954248	nan	1.0	622.0	0.0	143.0
Spiro2_10320.aligned.fas.oneline	0.167364016736	0.167364016736	nan	61.0833333333	542.666666667	58.9166666667	174.333333333
Spiro2_07455.aligned.fas.oneline	0.000925925925926	0.000925925925926	nan	0.0	842.666666667	1.0	237.333333333
Spiro2_05675.aligned.fas.oneline	0.0169491525424	0.0169491525424	nan	3.0	143.666666667	0.0	33.3333333333
Spiro2_05600.aligned.fas.oneline	0.000984736582964	0.000984736582964	nan	1.0	1592.83333333	1.0	438.166666667
Spiro2_11745.aligned.fas.oneline	0.0	0.0	None	0.0	629.333333333	0.0	138.666666667
Spiro2_12180.aligned.fas.oneline	0.00159108989658	0.00159108989658	nan	2.0	1016.33333333	0.0	240.666666667
Spiro2_10635.aligned.fas.oneline	0.00990099009901	0.00990099009901	nan	0.0	237.5	3.0	65.5
Spiro2_08970.aligned.fas.oneline	0.00696055684455	0.00696055684455	nan	3.0	1032.16666667	6.0	260.833333333
Spiro2_01045.aligned.fas.oneline	0.000440334654337	0.000440334654337	nan	0.0	1803.0	1.0	468.0
Spiro2_12285.aligned.fas.oneline	0.0	0.0	None	0.0	451.666666667	0.0	109.333333333
Spiro2_09510.aligned.fas.oneline	0.000922083909636	0.000922083909636	nan	1.0	1688.66666667	1.0	480.333333333
Spiro2_05830.aligned.fas.oneline	0.0	0.0	None	0.0	435.0	0.0	117.0
Spiro2_01895.aligned.fas.oneline	0.0	0.0	None	0.0	374.333333333	0.0	96.6666666667
Spiro2_08305.aligned.fas.oneline	0.00591715976331	0.00591715976331	nan	2.0	813.833333333	4.0	200.166666667
Spiro2_00015.aligned.fas.oneline	0.0016339869281	0.0016339869281	nan	1.0	1928.0	3.0	520.0
Spiro2_06485.aligned.fas.oneline	0.013468013468	0.013468013468	nan	0.0	226.0	4.0	71.0
Spiro2_09900.aligned.fas.oneline	0.00724637681159	0.00724637681159	nan	2.0	962.666666667	7.0	279.333333333
Spiro2_08945.aligned.fas.oneline	0.00960061443932	0.00960061443932	nan	8.0	2042.83333333	17.0	561.166666667
Spiro2_08855.aligned.fas.oneline	0.00958466453674	0.00958466453674	nan	4.0	732.833333333	5.0	206.166666667
Spiro2_10045.aligned.fas.oneline	0.00222965440357	0.00222965440357	nan	2.0	716.333333333	0.0	180.666666667
Spiro2_07050.aligned.fas.oneline	0.0493096646943	0.0493096646943	nan	13.5	407.333333333	11.5	99.6666666667
Spiro2_05485.aligned.fas.oneline	0.00579710144928	0.00579710144928	nan	1.0	536.666666667	3.0	153.333333333
Spiro2_04395.aligned.fas.oneline	0.0373931623932	0.0373931623932	nan	5.0	733.166666667	30.0	202.833333333
Spiro2_05255.aligned.fas.oneline	0.00335345405768	0.00335345405768	nan	1.0	1161.66666667	4.0	329.333333333
Spiro2_12605.aligned.fas.oneline	0.0	0.0	None	0.0	600.333333333	0.0	140.666666667
Spiro2_09020.aligned.fas.oneline	0.0022271714922	0.0022271714922	nan	0.0	1055.33333333	3.0	291.666666667
Spiro2_07920.aligned.fas.oneline	0.0106544901065	0.0106544901065	nan	4.0	522.833333333	3.0	134.166666667
Spiro2_12040.aligned.fas.oneline	0.00361532899494	0.00361532899494	nan	3.0	1112.5	2.0	270.5
Spiro2_04575.aligned.fas.oneline	0.0	0.0	None	0.0	262.666666667	0.0	70.3333333333
Spiro2_11455.aligned.fas.oneline	0.0	0.0	None	0.0	263.333333333	0.0	78.6666666667
Spiro2_10380.aligned.fas.oneline	0.00670016750419	0.00670016750419	nan	1.0	470.0	3.0	127.0
Spiro2_05110.aligned.fas.oneline	0.00548245614035	0.00548245614035	nan	2.0	740.833333333	3.0	171.166666667
Spiro2_06355.aligned.fas.oneline	0.00515995872033	0.00515995872033	nan	2.0	767.833333333	3.0	201.166666667
Spiro2_00485.aligned.fas.oneline	0.0178468624064	0.0178468624064	nan	12.0	1386.66666667	19.0	350.333333333
Spiro2_08485.aligned.fas.oneline	0.00488997555012	0.00488997555012	nan	1.0	941.833333333	5.0	285.166666667
Spiro2_01145.aligned.fas.oneline	0.0	0.0	None	0.0	516.0	0.0	126.0
Spiro2_01450.aligned.fas.oneline	0.00714285714286	0.00714285714286	nan	1.0	345.666666667	2.0	74.3333333333
Spiro2_11040.aligned.fas.oneline	0.0056258790436	0.0056258790436	nan	3.0	572.666666667	1.0	138.333333333
Spiro2_11225.aligned.fas.oneline	0.00141242937853	0.00141242937853	nan	0.0	557.0	1.0	151.0
Spiro2_05020.aligned.fas.oneline	0.00373134328358	0.00373134328358	nan	1.0	636.666666667	2.0	167.333333333
Spiro2_01690.aligned.fas.oneline	0.00278940027894	0.00278940027894	nan	1.0	575.333333333	1.0	141.666666667
Spiro2_00375.aligned.fas.oneline	0.00242424242424	0.00242424242424	nan	0.0	647.0	2.0	178.0
Spiro2_11850.aligned.fas.oneline	0.0	0.0	None	0.0	489.0	0.0	123.0
Spiro2_04780.aligned.fas.oneline	0.0	0.0	None	0.0	726.0	0.0	192.0
Spiro2_09630.aligned.fas.oneline	0.00371747211896	0.00371747211896	nan	3.0	642.333333333	0.0	164.666666667
Spiro2_11680.aligned.fas.oneline	0.00462962962963	0.00462962962963	nan	0.0	171.333333333	1.0	44.6666666667
Spiro2_02640.aligned.fas.oneline	0.0032154340836	0.0032154340836	nan	3.0	757.0	0.0	176.0
Spiro2_06580.aligned.fas.oneline	0.00813008130081	0.00813008130081	nan	5.0	1827.66666667	14.0	509.333333333
Spiro2_05190.aligned.fas.oneline	0.00465735196274	0.00465735196274	nan	2.5	1183.33333333	4.5	319.666666667
Spiro2_00815.aligned.fas.oneline	0.0030487804878	0.0030487804878	nan	0.0	1562.33333333	6.0	405.666666667
Spiro2_08835.aligned.fas.oneline	0.00130463144162	0.00130463144162	nan	1.0	2380.0	3.0	686.0
Spiro2_01175.aligned.fas.oneline	0.00215517241379	0.00215517241379	nan	0.0	1118.66666667	3.0	273.333333333
Spiro2_11550.aligned.fas.oneline	0.00549450549451	0.00549450549451	nan	4.5	871.166666667	1.5	220.833333333
Spiro2_05055.aligned.fas.oneline	0.00139664804469	0.00139664804469	nan	2.0	1735.0	1.0	413.0
Spiro2_04280.aligned.fas.oneline	0.0080738177624	0.0080738177624	nan	5.0	704.5	2.0	162.5
Spiro2_08790.aligned.fas.oneline	0.00159872102318	0.00159872102318	nan	1.0	999.0	1.0	252.0
Spiro2_04355.aligned.fas.oneline	0.000780640124902	0.000780640124902	nan	1.0	992.666666667	0.0	288.333333333
Spiro2_05365.aligned.fas.oneline	0.0	0.0	None	0.0	1088.66666667	0.0	312.333333333
Spiro2_04320.aligned.fas.oneline	0.00446677833613	0.00446677833613	nan	1.0	1381.66666667	7.0	409.333333333
Spiro2_05125.aligned.fas.oneline	0.00516431924883	0.00516431924883	nan	6.0	1677.5	5.0	452.5
Spiro2_03650.aligned.fas.oneline	0.0726577437859	0.0726577437859	nan	27.0	1244.5	84.75	324.5
Spiro2_07645.aligned.fas.oneline	0.0117370892019	0.0117370892019	nan	2.0	667.0	8.0	185.0
Spiro2_05555.aligned.fas.oneline	0.0046875	0.0046875	nan	4.0	1515.5	5.0	404.5
Spiro2_02735.aligned.fas.oneline	0.00124843945069	0.00124843945069	nan	0.0	619.666666667	1.0	181.333333333
Spiro2_04570.aligned.fas.oneline	0.00312256049961	0.00312256049961	nan	3.0	1006.83333333	1.0	274.166666667
Spiro2_04150.aligned.fas.oneline	0.0014684287812	0.0014684287812	nan	1.0	532.833333333	0.0	148.166666667
Spiro2_11905.aligned.fas.oneline	0.0	0.0	None	0.0	237.666666667	0.0	65.3333333333
Spiro2_03185.aligned.fas.oneline	0.0152207001522	0.0152207001522	nan	11.8333333333	1032.5	8.16666666667	281.5
Spiro2_12535.aligned.fas.oneline	0.00497512437811	0.00497512437811	nan	3.0	803.333333333	2.0	201.666666667
Spiro2_11605.aligned.fas.oneline	0.00586854460094	0.00586854460094	nan	3.0	682.0	2.0	170.0
Spiro2_02565.aligned.fas.oneline	0.00197238658777	0.00197238658777	nan	2.0	785.0	0.0	229.0
Spiro2_08190.aligned.fas.oneline	0.0040899795501	0.0040899795501	nan	1.0	383.0	1.0	106.0
Spiro2_00065.aligned.fas.oneline	0.00374531835206	0.00374531835206	nan	0.0	844.0	4.0	224.0
Spiro2_03355.aligned.fas.oneline	0.0227642276423	0.0227642276423	nan	2.0	490.0	12.0	125.0
Spiro2_04545.aligned.fas.oneline	0.00590717299578	0.00590717299578	nan	1.0	914.0	6.0	271.0
Spiro2_08715.aligned.fas.oneline	0.00687285223368	0.00687285223368	nan	0.0	230.333333333	2.0	60.6666666667
Spiro2_03560.aligned.fas.oneline	0.00625558534406	0.00625558534406	nan	0.0	875.333333333	7.0	243.666666667
Spiro2_00010.aligned.fas.oneline	0.000968992248062	0.000968992248062	nan	1.0	807.166666667	0.0	224.833333333
Spiro2_01060.aligned.fas.oneline	0.00258397932817	0.00258397932817	nan	1.0	1263.33333333	3.0	284.666666667
Spiro2_07675.aligned.fas.oneline	0.00374531835206	0.00374531835206	nan	0.0	625.666666667	3.0	175.333333333
Spiro2_05385.aligned.fas.oneline	0.000724637681159	0.000724637681159	nan	0.0	1066.0	1.0	314.0
Spiro2_05645.aligned.fas.oneline	0.00495540138751	0.00495540138751	nan	4.0	2327.0	11.0	700.0
Spiro2_02700.aligned.fas.oneline	0.0130718954248	0.0130718954248	nan	7.0	844.166666667	7.0	226.833333333
Spiro2_01885.aligned.fas.oneline	0.0	0.0	None	0.0	204.666666667	0.0	59.3333333333
Spiro2_06855.aligned.fas.oneline	0.00381388253242	0.00381388253242	nan	0.0	1023.33333333	5.0	287.666666667
Spiro2_04775.aligned.fas.oneline	0.00126742712294	0.00126742712294	nan	0.0	1228.66666667	2.0	349.333333333
Spiro2_07505.aligned.fas.oneline	0.0418679549114	0.0418679549114	nan	8.0	966.0	44.0	276.0
Spiro2_02175.aligned.fas.oneline	0.0	0.0	None	0.0	527.666666667	0.0	153.333333333
Spiro2_08375.aligned.fas.oneline	0.0040404040404	0.0040404040404	nan	1.0	1945.66666667	9.0	529.333333333
Spiro2_11015.aligned.fas.oneline	0.00102249488753	0.00102249488753	nan	0.0	766.666666667	1.0	211.333333333
Spiro2_08200.aligned.fas.oneline	0.345781466113	0.345781466113	nan	157.666666667	577.166666667	92.3333333333	145.833333333
Spiro2_10895.aligned.fas.oneline	0.0018115942029	0.0018115942029	nan	0.0	451.333333333	1.0	100.666666667
Spiro2_07900.aligned.fas.oneline	0.022120518688	0.022120518688	nan	3.0	1049.66666667	26.0	261.333333333
Spiro2_11765.aligned.fas.oneline	0.0	0.0	None	0.0	1180.0	0.0	323.0
Spiro2_08390.aligned.fas.oneline	0.00126984126984	0.00126984126984	nan	1.0	1240.33333333	1.0	334.666666667
Spiro2_11210.aligned.fas.oneline	0.00259403372244	0.00259403372244	nan	0.0	1208.0	4.0	334.0
Spiro2_02510.aligned.fas.oneline	0.00292397660819	0.00292397660819	nan	1.0	1053.0	3.0	315.0
Spiro2_07180.aligned.fas.oneline	0.0	0.0	None	0.0	256.0	0.0	56.0
Spiro2_12500.aligned.fas.oneline	0.016317016317	0.016317016317	nan	2.0	336.666666667	5.0	92.3333333333
Spiro2_11910.aligned.fas.oneline	0.0	0.0	None	0.0	430.333333333	0.0	121.666666667
Spiro2_12165.aligned.fas.oneline	0.0030534351145	0.0030534351145	nan	2.0	1553.5	4.0	411.5
Spiro2_11540.aligned.fas.oneline	0.00263157894737	0.00263157894737	nan	2.0	892.5	1.0	247.5
Spiro2_02200.aligned.fas.oneline	0.00208333333333	0.00208333333333	nan	1.0	744.0	1.0	216.0
Spiro2_04885.aligned.fas.oneline	0.0107913669065	0.0107913669065	nan	3.0	673.5	6.0	160.5
Spiro2_00315.aligned.fas.oneline	0.003367003367	0.003367003367	nan	1.0	228.333333333	0.0	68.6666666667
Spiro2_04940.aligned.fas.oneline	0.00204498977505	0.00204498977505	nan	1.0	397.0	0.0	92.0
Spiro2_03395.aligned.fas.oneline	0.00490196078431	0.00490196078431	nan	0.0	156.333333333	1.0	47.6666666667
Spiro2_00830.aligned.fas.oneline	0.00444444444444	0.00444444444444	nan	1.0	180.333333333	0.0	44.6666666667
Spiro2_02290.aligned.fas.oneline	0.00337837837838	0.00337837837838	nan	2.0	717.666666667	1.0	170.333333333
Spiro2_12310.aligned.fas.oneline	0.00884955752212	0.00884955752212	nan	2.0	275.666666667	1.0	63.3333333333
Spiro2_08640.aligned.fas.oneline	0.00284090909091	0.00284090909091	nan	0.0	849.666666667	3.0	206.333333333
Spiro2_05135.aligned.fas.oneline	0.00966183574879	0.00966183574879	nan	7.0	1286.0	9.0	370.0
Spiro2_03405.aligned.fas.oneline	0.00164609053498	0.00164609053498	nan	0.0	945.0	2.0	270.0
Spiro2_01695.aligned.fas.oneline	0.00308641975309	0.00308641975309	nan	1.0	758.0	2.0	214.0
Spiro2_06325.aligned.fas.oneline	0.0227038183695	0.0227038183695	nan	6.0	771.666666667	16.0	197.333333333
Spiro2_10495.aligned.fas.oneline	0.00101936799185	0.00101936799185	nan	1.0	778.333333333	0.0	202.666666667
Spiro2_02115.aligned.fas.oneline	0.00248756218905	0.00248756218905	nan	1.0	631.666666667	1.0	172.333333333
Spiro2_11185.aligned.fas.oneline	0.0	0.0	None	0.0	965.0	0.0	253.0
Spiro2_09220.aligned.fas.oneline	0.00140350877193	0.00140350877193	nan	0.0	1116.33333333	2.0	308.666666667
Spiro2_04435.aligned.fas.oneline	0.0	0.0	None	0.0	522.333333333	0.0	137.666666667
Spiro2_01740.aligned.fas.oneline	0.00218579234973	0.00218579234973	nan	0.0	715.0	2.0	200.0
Spiro2_06360.aligned.fas.oneline	0.00771604938272	0.00771604938272	nan	1.0	506.333333333	4.0	141.666666667
Spiro2_01140.aligned.fas.oneline	0.0	0.0	None	0.0	851.0	0.0	226.0
Spiro2_04605.aligned.fas.oneline	0.00105652403592	0.00105652403592	nan	1.0	1489.0	1.0	404.0
Spiro2_08885.aligned.fas.oneline	0.00229885057471	0.00229885057471	nan	0.0	679.333333333	2.0	190.666666667
Spiro2_11135.aligned.fas.oneline	0.0	0.0	None	0.0	431.666666667	0.0	108.333333333
Spiro2_02560.aligned.fas.oneline	0.0	0.0	None	0.0	1051.66666667	0.0	286.333333333
Spiro2_05805.aligned.fas.oneline	0.0	0.0	None	0.0	415.333333333	0.0	118.666666667
Spiro2_10085.aligned.fas.oneline	0.0472813238771	0.0472813238771	nan	11.0	1010.16666667	49.0	258.833333333
Spiro2_09690.aligned.fas.oneline	0.0	0.0	None	0.0	277.333333333	0.0	82.6666666667
Spiro2_08515.aligned.fas.oneline	0.0	0.0	None	0.0	565.333333333	0.0	166.666666667
Spiro2_09160.aligned.fas.oneline	0.0	0.0	None	0.0	466.0	0.0	125.0
Spiro2_04685.aligned.fas.oneline	0.00760456273764	0.00760456273764	nan	0.0	626.833333333	6.0	162.166666667
Spiro2_04475.aligned.fas.oneline	0.004329004329	0.004329004329	nan	3.0	718.833333333	1.0	205.166666667
Spiro2_06315.aligned.fas.oneline	0.00645855758881	0.00645855758881	nan	8.0	2251.5	10.0	535.5
Spiro2_03515.aligned.fas.oneline	0.00217864923747	0.00217864923747	nan	0.0	363.666666667	1.0	95.3333333333
Spiro2_08690.aligned.fas.oneline	0.000809061488673	0.000809061488673	nan	0.0	972.333333333	1.0	263.666666667
Spiro2_02485.aligned.fas.oneline	0.00660066006601	0.00660066006601	nan	3.0	965.0	5.0	247.0
Spiro2_12385.aligned.fas.oneline	0.0	0.0	None	0.0	270.666666667	0.0	74.3333333333
Spiro2_07450.aligned.fas.oneline	0.00606060606061	0.00606060606061	nan	5.0	1154.0	4.0	331.0
Spiro2_02830.aligned.fas.oneline	0.0	0.0	None	0.0	350.666666667	0.0	102.333333333
Spiro2_05690.aligned.fas.oneline	0.00325203252033	0.00325203252033	nan	1.0	953.0	3.0	277.0
Spiro2_06760.aligned.fas.oneline	0.00166666666667	0.00166666666667	nan	0.0	474.0	1.0	126.0
Spiro2_08185.aligned.fas.oneline	0.00202634245187	0.00202634245187	nan	1.0	770.833333333	1.0	216.166666667
Spiro2_06530.aligned.fas.oneline	0.00909090909091	0.00909090909091	nan	5.0	784.333333333	4.0	205.666666667
Spiro2_08000.aligned.fas.oneline	0.00215053763441	0.00215053763441	nan	0.0	373.333333333	1.0	91.6666666667
Spiro2_01560.aligned.fas.oneline	0.00389863547758	0.00389863547758	nan	0.0	406.666666667	2.0	106.333333333
Spiro2_08105.aligned.fas.oneline	0.00414593698176	0.00414593698176	nan	2.0	942.333333333	3.0	263.666666667
Spiro2_07655.aligned.fas.oneline	0.00474254742547	0.00474254742547	nan	2.0	1156.66666667	5.0	319.333333333
Spiro2_01225.aligned.fas.oneline	0.00445930880713	0.00445930880713	nan	0.0	716.5	4.0	180.5
