2e41fd1c25913355ffc263fa7c78123f-contig_1-35897-36706-+	VFG047256	455	250	33.2	7.11e-32	121	VFG047256 VFDB~~~75~~~90~~~90~~~90~~~lpxA,glmU~~~UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase~~~VFDB:VFG047256,VFDB:VFC0258
3351288de2250eea8d4765541af75606-contig_1-36716-38566-+	WP_003243688	328	243	26.7	2.05e-13	71.2	WP_003243688 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~frlB~~~fructosamine deglycase FrlB~~~EC:3.5.-.-,BlastRules:WP_003243688
eb2798be8cbaa8d1c40c44b2c60b4bd2-contig_1-40262-42514--	WP_003233433	631	659	22.3	3.01e-26	114	WP_003233433 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~prkA~~~serine/threonine protein kinase PrkA~~~BlastRules:WP_003233433
da2b892bdb44532600d973bae6a6020b-contig_1-44013-44915--	WP_003226832	282	262	40.5	6.24e-51	169	WP_003226832 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~spo0J~~~stage 0 sporulation protein Spo0J~~~BlastRules:WP_001051841,BlastRules:WP_003226832
988c66eab4da8796134519b21cf7430c-contig_1-49606-51132-+	VFG007454	439	351	31.3	4.46e-39	147	VFG007454 VFDB~~~75~~~90~~~90~~~90~~~fliI~~~flagellum-specific ATP synthase~~~VFDB:VFG007454,VFDB:VFC0204
9d0c6ac268e67a8049b944d50209550f-contig_1-51116-52054-+	WP_000157696	286	317	35.0	2.83e-46	157	WP_000157696 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~atpG~~~F0F1 ATP synthase subunit gamma~~~EC:7.1.2.2,BlastRules:WP_000157696
3b2945b429c6db165ccf726f21a16b98-contig_1-52076-53491-+	WP_005320755	440	413	31.0	1.45e-50	177	WP_005320755 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ascN~~~SctN family type III secretion system ATPase AscN~~~BlastRules:WP_005320755
cc3396cbe8908f9eabffd5d40cdc6869-contig_1-54092-55522-+	VFG046763	337	291	22.7	3.13e-04	42.4	VFG046763 VFDB~~~75~~~90~~~90~~~90~~~~~~glycosyltransferase family 1 protein~~~VFDB:VFG046763,VFDB:VFC0258
96b3d6d990c860f3f9370fb3de4048e5-contig_1-60835-62244--	WP_000219465	436	450	28.4	2.23e-54	187	WP_000219465 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~murC~~~UDP-N-acetylmuramate--L-alanine ligase~~~EC:6.3.2.8,BlastRules:WP_000219465
85a5739864ef658784a5579c621b043a-contig_1-62271-63455--	WP_009967159	403	374	32.1	1.00e-42	153	WP_009967159 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ftsW~~~cell division protein FtsW~~~BlastRules:WP_009967159
e824992f9176573545b310cd946ca654-contig_1-63442-65040--	WP_000860119	450	512	29.1	1.36e-42	157	WP_000860119 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~murD~~~UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase~~~EC:6.3.2.9,BlastRules:WP_000860119
1f46e69ecd40c0f616d9563b0b854e21-contig_1-65053-66168--	WP_000893056	324	332	40.7	3.50e-72	227	WP_000893056 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~mraY~~~phospho-N-acetylmuramoyl-pentapeptide-transferase~~~EC:2.7.8.13,BlastRules:WP_000893056
fe7cda64a2c271569008490ff4d2019a-contig_1-66165-67850--	WP_000766304	491	449	36.1	1.55e-66	223	WP_000766304 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~murE~~~UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase~~~EC:6.3.2.13,BlastRules:WP_000766304
d6dc417b05e350eb83da88cce3d6b30e-contig_1-67871-69715--	WP_003094139	579	522	33.5	3.19e-81	266	WP_003094139 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ftsI~~~peptidoglycan D,D-transpeptidase FtsI~~~EC:3.4.16.4,BlastRules:WP_003094139
99c538bcbd595c0cb910f7c22cf811b6-contig_1-72026-73027--	WP_002857908	221	249	25.7	6.68e-11	60.8	WP_002857908 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~hddC~~~D-glycero-D-manno-heptose 1-phosphate guanosyltransferase~~~BlastRules:WP_002857908
c1a81d119719880cd0d4257f4ff63f94-contig_1-74303-76714-+	WP_004398701	259	138	32.6	8.27e-06	47.8	WP_004398701 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~tcyN~~~sulfur-containing amino-acid ABC transporter ATP-binding protein TcyN~~~BlastRules:WP_004398701
9e2157c823f33ae904c40e0ab9ea5092-contig_1-79935-80546--	WP_000219304	200	190	33.2	9.15e-22	87.8	WP_000219304 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~coaE~~~dephospho-CoA kinase~~~EC:2.7.1.24,BlastRules:WP_000219304
7a844103d27a5476ba897d813636abe1-contig_1-81759-82721--	WP_003230565	436	125	30.4	4.95e-09	56.6	WP_003230565 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~engA~~~ribosome-associated GTPase EngA~~~BlastRules:WP_001125893,BlastRules:WP_003230565
f0793b26d93e728bea107d434af072e9-contig_1-82718-83545--	WP_001146873	245	215	29.8	8.30e-22	90.9	WP_001146873 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~rncS~~~ribonuclease III~~~BlastRules:WP_001146873,BlastRules:WP_003232030
e47a405f8d06ea6124332cf93e9dd4dc-contig_1-83545-84639--	WP_001038005	371	373	38.3	1.02e-78	245	WP_001038005 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~mnmA~~~tRNA 2-thiouridine(34) synthase MnmA~~~EC:2.8.1.13,BlastRules:WP_001038005
56858388bb3d7ae577ccba2bea11cb0f-contig_1-90775-91830-+	WP_002864102	271	94	33.0	1.21e-04	42.7	WP_002864102 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~salC~~~peptidylprolyl isomerase SalC~~~EC:5.2.1.8,BlastRules:WP_002864102
1afdd1f6f0cabcbe2c4d3ed89592212b-contig_1-93083-94759--	WP_003228228	520	519	32.2	5.48e-80	259	WP_003228228 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~aspP~~~aspartate/proton symporter AspP~~~BlastRules:WP_003228228
2d865052e55aa500534b604d4f645cd7-contig_1-95920-97152-+	WP_010978405	337	329	31.6	2.28e-45	159	WP_010978405 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~leuB~~~3-isopropylmalate dehydrogenase~~~EC:1.1.1.85,BlastRules:WP_010978405
cf8d75bd87572abf69e78d51af19fe85-contig_1-104771-105781-+	WP_000779003	345	303	23.1	3.40e-08	53.9	WP_000779003 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~potD~~~spermidine/putrescine ABC transporter substrate-binding protein PotD~~~BlastRules:WP_000779003
1ec3847dda134073f0255a7250965713-contig_1-106735-109041-+	WP_010886497	506	276	25.7	7.17e-13	71.2	WP_010886497 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~kinD~~~sporulation kinase KinD~~~BlastRules:WP_010886497
5fd9b22b362b57bc55627575979a6f34-contig_1-111274-113445-+	WP_011353567	804	505	26.1	1.54e-34	140	WP_011353567 BlastRules~~~80~~~85.0~~~90.0~~~90.0~~~esaS~~~sensor histidine kinase EsaS~~~BlastRules:WP_011353567
ba9bb0752c886410957dcacedd2a7a3d-contig_1-113442-114845-+	WP_010919611	462	457	37.4	8.66e-100	306	WP_010919611 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ntrX~~~nitrogen assimilation response regulator NtrX~~~BlastRules:WP_010919611
d77b2806af0cb782f3664f79fc44aa46-contig_1-119023-119967-+	WP_013615649	310	320	36.3	3.64e-47	160	WP_013615649 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~dnaJ~~~chaperone protein DnaJ~~~BlastRules:WP_013615649
2ae7105b0c6602992ca1719e77c2e262-contig_1-122063-122446-+	VFG043402	130	120	32.5	2.16e-21	82.4	VFG043402 VFDB~~~75~~~90~~~90~~~90~~~cheY~~~chemotaxis regulatory protein~~~VFDB:VFG043402,VFDB:VFC0204
9f90a19f6e1a86fb398ef4e2793e6c70-contig_1-122447-122770-+	WP_000118520	105	104	50.0	6.22e-31	105	WP_000118520 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~sugE~~~quaternary ammonium compound efflux SMR transporter SugE~~~BlastRules:WP_000118520
f5c3c4d89485b3d0cd458ac18681443d-contig_1-122786-124555--	WP_001011195	376	338	43.2	5.29e-83	264	WP_001011195 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~~~~acyl-CoA dehydrogenase~~~EC:1.3.99.-,BlastRules:WP_000397270,BlastRules:WP_001011195
a15c5f85169089493ba5bf3b9f47caed-contig_1-124770-125912-+	WP_000545520	379	375	43.2	4.02e-99	298	WP_000545520 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~acdA~~~acyl-CoA dehydrogenase AcdA~~~EC:1.3.99.-,BlastRules:WP_000545520,BlastRules:WP_003242719
2b081087838b08c079eac61886cfa0ab-contig_1-125942-126445-+	WP_003223915	154	142	47.9	7.56e-43	139	WP_003223915 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ribH~~~6,7-dimethyl-8-ribityllumazine synthase~~~EC:2.5.1.78,BlastRules:WP_000230891,BlastRules:WP_003223915
9855061d1a335a09f54f92bc8227dda7-contig_1-131054-132595--	WP_003899775	491	346	26.9	9.14e-18	85.5	WP_003899775 BlastRules~~~80~~~68.0~~~90.0~~~90.0~~~pbpA~~~D,D-transpeptidase PbpA~~~BlastRules:WP_003899775
b57fb187efedf9901c89a6e6a5a4d98d-contig_1-133470-133910-+	WP_011557381	150	101	31.7	2.96e-15	67.8	WP_011557381 BlastRules~~~80~~~75.0~~~90.0~~~90.0~~~bacM~~~bactofilin BacM~~~BlastRules:WP_011557381
733c0d2e812ceae2fa6402915c1e07db-contig_1-134558-135493-+	WP_001188730	311	125	39.2	5.95e-20	87.8	WP_001188730 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ctaA~~~heme A synthase~~~BlastRules:WP_001188730
8270763017b4336421a5478838b1c554-contig_1-135838-136617--	WP_012256509	1822	167	34.7	2.44e-23	98.6	WP_012256509 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~pcs~~~propionyl-CoA synthase subunit Pcs~~~EC:1.3.1.84,EC:4.2.1.116,EC:6.2.1.36,BlastRules:WP_012256509
4034c94b888291e681b8b6c09c8cf60c-contig_1-136703-137809--	WP_003228414	222	173	28.9	6.81e-10	58.2	WP_003228414 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~bdbD~~~disulfide bond formation protein BdbD~~~BlastRules:WP_003228414
8947a06ab68208587b03ca3fc456614a-contig_1-140032-141270--	WP_003229102	400	409	53.8	1.58e-138	401	WP_003229102 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~metK~~~methionine adenosyltransferase~~~EC:2.5.1.6,BlastRules:WP_000163125,BlastRules:WP_003229102
3358c6935f6697202d3e75ebc9ee293b-contig_1-145079-146029-+	WP_003229393	230	122	38.5	4.43e-19	84.0	WP_003229393 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ribR~~~RNA-binding riboflavin kinase RibR~~~BlastRules:WP_003229393
17242cc981d52f35c32b227cdd7cf846-contig_1-151585-152658-+	VFG001948	319	270	27.4	7.74e-15	73.9	VFG001948 VFDB~~~75~~~90~~~90~~~90~~~waaF~~~heptosyltransferase II~~~VFDB:VFG001948,VFDB:VFC0258
0c9681739e6f09d3d11338bb1907666d-contig_1-152676-153860-+	WP_003230750	365	257	25.3	5.72e-19	87.0	WP_003230750 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~bpsA~~~type III polyketide synthase BpsA~~~BlastRules:WP_003230750
849ccd4156d263a425672a83d171cb0c-contig_1-154350-155093-+	WP_003414900	270	96	30.2	3.80e-08	52.4	WP_003414900 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~~~~phthiotriol/phenolphthiotriol dimycocerosates methyltransferase~~~BlastRules:WP_003414900
afce3c9656f9a1528b30c2c23517fc28-contig_1-155100-156602--	WP_001098559	546	144	34.7	9.53e-16	79.3	WP_001098559 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~trg~~~methyl-accepting chemotaxis protein Trg~~~BlastRules:WP_001098559
056bfb4a229f61815f71c39af2363c27-contig_1-156711-158216--	WP_041744100	516	152	30.9	2.56e-13	71.6	WP_041744100 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~~~~methyl-accepting chemotaxis protein~~~BlastRules:WP_041744100
d306c5e9a292acb633fad3860edbd02e-contig_1-160139-161605--	WP_003244077	661	128	42.2	3.61e-17	84.0	WP_003244077 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~mcpA~~~methyl-accepting chemotaxis protein~~~BlastRules:WP_003244077
d569d5513598458f1b133c3de8df622d-contig_1-161749-163215--	WP_003244077	661	128	42.2	2.72e-17	84.3	WP_003244077 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~mcpA~~~methyl-accepting chemotaxis protein~~~BlastRules:WP_003244077
cb30ec63f0f6fe7556d95656e037dcfa-contig_1-163522-171876-+	WP_043054383	6359	2656	28.9	3.47e-292	966	WP_043054383 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~bacC~~~bacitracin non-ribosomal peptide synthetase BacC~~~BlastRules:WP_043054383
ebd2c6bb755395730b3445d3a70be92d-contig_1-172140-174419-+	WP_000344297	759	759	46.8	1.58e-212	616	WP_000344297 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~maeB~~~NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase~~~EC:1.1.1.40,BlastRules:WP_000344297
fd56f2b0cc87ed6ce925c6cdd9ab6305-contig_1-174420-175745--	WP_003244662	363	253	28.9	3.56e-10	60.8	WP_003244662 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~papB~~~di/tri-peptidase~~~BlastRules:WP_003244662
c0352c0f5f9d16dc6ed53704b21548d8-contig_1-176706-177518-+	WP_002263015	274	275	29.8	5.14e-32	118	WP_002263015 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~sppA~~~fructose-phosphate phosphohydrolase SppA~~~BlastRules:WP_002263015
f79f3abf9abd0c4e9433ba1fc61974a2-contig_1-177534-179984--	WP_000009448	802	818	53.8	1.85e-319	892	WP_000009448 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~leuS~~~leucine--tRNA ligase~~~EC:6.1.1.4,BlastRules:WP_000009448
c01dbfebd31b46e89e9a6ae339d03d54-contig_1-181639-183990-+	WP_003245350	787	465	47.7	1.69e-123	388	WP_003245350 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~spoIIIE~~~DNA translocase SpoIIIE~~~BlastRules:WP_003245350
bd223559a3bf6259c99a1ca520fdf338-contig_1-190576-191667-+	WP_010948683	266	175	29.1	8.06e-13	67.4	WP_010948683 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~legP~~~Dot/Icm T4SS effector LegP~~~BlastRules:WP_010948683
6aa43a0e3d2e016f436662e660d7d9c2-contig_1-191979-193277-+	WP_010948683	266	245	28.6	2.42e-10	60.5	WP_010948683 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~legP~~~Dot/Icm T4SS effector LegP~~~BlastRules:WP_010948683
1cfae4d8e5a3c50582d629811ad2177a-contig_1-193321-194583-+	WP_010948683	266	192	29.2	8.83e-12	64.7	WP_010948683 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~legP~~~Dot/Icm T4SS effector LegP~~~BlastRules:WP_010948683
3314fb7c96f4ab68f95e25c6f6cf6fda-contig_1-195479-196333--	WP_010914341	268	145	24.8	8.05e-06	45.8	WP_010914341 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~~~~4-pyridoxolactonase~~~EC:3.1.1.27,BlastRules:WP_010914341
55c9cc3b86f5c655e0fc771a675fba79-contig_1-197985-199997--	WP_000968580	682	691	32.7	3.91e-86	283	WP_000968580 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~uvrD~~~DNA helicase UvrD~~~BlastRules:WP_000968580
c9f28e6368a61db22702f18b7b7b4982-contig_1-200008-200868--	VFG006914	291	294	33.0	1.48e-38	136	VFG006914 VFDB~~~75~~~90~~~90~~~90~~~pilD,vcpD~~~A24 family peptidase~~~VFDB:VFG006914,VFDB:VFC0001
453d6e6d5d09e6ff821178a76e95eef8-contig_1-200983-201426-+	WP_001123905	155	145	46.2	6.58e-39	128	WP_001123905 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~smpB~~~SsrA-binding protein~~~BlastRules:WP_001123905,BlastRules:WP_003220025
fd7b03e151df430dc7a2d0e79be7528b-contig_1-205056-206255--	WP_000183907	386	384	33.6	4.58e-68	219	WP_000183907 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ybdL~~~methionine-oxo-acid transaminase~~~EC:2.6.1.88,BlastRules:WP_000183907
bd87e987e0fbfbd9530b7073a093da45-contig_1-206428-207456-+	WP_003243704	472	224	31.3	2.69e-23	99.8	WP_003243704 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~tilS~~~tRNA lysidine(34) synthetase TilS~~~EC:6.3.4.19,BlastRules:WP_000655474,BlastRules:WP_003243704
5a5465219e074be18ddf0f8c01da0484-contig_1-207850-208926-+	WP_010921059	626	316	66.5	1.06e-141	415	WP_010921059 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ftsH~~~ATP-dependent zinc metalloprotease FtsH~~~EC:3.4.24.-,BlastRules:WP_010921059
86fb2e410b96d6ca5e22518f5b32b9f6-contig_1-208911-209576-+	WP_003243881	637	193	46.1	2.26e-46	161	WP_003243881 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~ftsH~~~ATP-dependent zinc metalloprotease FtsH~~~EC:3.4.24.-,BlastRules:WP_001079659,BlastRules:WP_002656600,BlastRules:WP_003243881,BlastRules:WP_012957092
a1717632865d629f84c6f420b861cd5d-contig_1-212745-213158--	ISCsa5-1	150	133	55.6	2.67e-49	154	ISCsa5-1 IS~~~90~~~95~~~90~~~90~~~tnp~~~IS200/IS605 family ISCsa5 transposase~~~IS:ISCsa5
57676b04b75ee71eb629bb91d1e6358d-contig_1-215221-216645--	VFG045309	318	259	23.6	4.08e-05	45.1	VFG045309 VFDB~~~75~~~90~~~90~~~90~~~~~~NAD-dependent epimerase/dehydratase family protein~~~VFDB:VFG045309,VFDB:VFC0258
7bc38af0321a5145f2e49e73c3b333f4-contig_1-217516-218409-+	ISBs1-1	290	157	30.6	6.71e-14	70.1	ISBs1-1 IS~~~90~~~95~~~90~~~90~~~tnp~~~IS982 family ISBs1 transposase~~~IS:ISBs1
c0d14ca8b40d4c5a2c9e86d263eeb3ad-contig_1-218788-219381-+	WP_003243534	161	115	33.9	9.58e-15	68.2	WP_003243534 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~cdoA~~~cysteine dioxygenase~~~EC:1.13.11.20,BlastRules:WP_003243534
eb68c29bbe9030a04456006bca80bd08-contig_1-220887-223160--	WP_170844367	939	808	27.1	1.23e-46	178	WP_170844367 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~can~~~aconitate hydratase~~~BlastRules:WP_170844367
d516374a6994d459385363b5cec685fb-contig_1-223663-225753--	WP_000109472	460	117	34.2	5.85e-15	77.4	WP_000109472 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~~~~3'3'-cGAMP-specific phosphodiesterase~~~BlastRules:WP_000109472
4946dec691b72d73c920876d88255770-contig_1-227993-229102-+	WP_000469293	428	128	39.8	1.19e-14	74.3	WP_000469293 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~obgE~~~GTPase ObgE~~~BlastRules:WP_000469293
a241d6d1b9fe7fcc9816e031b3ffd77f-contig_1-238544-240025--	WP_004080626	406	419	22.2	2.94e-18	86.3	WP_004080626 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~mtaD~~~5-methylthioadenosine/S-adenosylhomocysteine deaminase~~~EC:3.5.4.28,BlastRules:WP_004080626
1bd9cb474dd34844021082eef29c3fac-contig_1-243073-245196--	WP_011010799	720	74	41.9	3.57e-07	53.1	WP_011010799 BlastRules~~~80~~~81.0~~~90.0~~~90.0~~~tex~~~RNA-binding transcriptional accessory protein Tex~~~BlastRules:WP_011010799
185d360d597c106507e614fa1e696fef-contig_1-248380-249390--	WP_010774207	1721	118	37.3	6.87e-13	69.3	WP_010774207 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~enpA~~~peptidoglycan endopeptidase EnpA~~~BlastRules:WP_010774207
054bf3a21b331ccbeeb25686fb567cb7-contig_1-252783-254105--	WP_000582053	433	420	30.0	6.77e-46	164	WP_000582053 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~folC~~~bifunctional tetrahydrofolate synthase/dihydrofolate synthase~~~EC:6.3.2.12,EC:6.3.2.17,BlastRules:WP_000582053,BlastRules:WP_003899324
5e87f3073b603d5aee08ca4bba9348a7-contig_1-271669-273063--	WP_001832033	307	119	30.3	4.79e-12	66.2	WP_001832033 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~graX~~~auxiliary protein GraX/ApsX~~~BlastRules:WP_000802946,BlastRules:WP_001832033
cfb7b203cfa17ba85778c851e69b3007-contig_1-275328-276464-+	WP_002864642	297	213	29.1	2.67e-07	51.2	WP_002864642 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~~~~hexaprenyl-diphosphate synthase~~~EC:2.5.1.83,BlastRules:WP_002864642
8b84aae5e175d450ac3d2ca0532ed549-contig_1-276457-278529-+	WP_010886471	274	167	26.3	1.19e-10	62.4	WP_010886471 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~farP~~~farnesyl diphosphate phosphatase~~~BlastRules:WP_010886471
da96cd68628d92267e9c33584e34ea88-contig_1-278516-280057-+	WP_032489294	425	40	50.0	4.36e-05	45.4	WP_032489294 BlastRules~~~70~~~80.0~~~80.0~~~90.0~~~~~~(S)-6-hydroxynicotine oxidase~~~BlastRules:WP_032489294
2cfbc68e7c5d925d94a36a5cd95a5714-contig_1-285289-286209--	WP_003219244	253	251	46.6	1.30e-68	213	WP_003219244 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~soj~~~sporulation initiation inhibitor protein Soj~~~BlastRules:WP_000516114,BlastRules:WP_003219244
cb9ba22482132a0f2bcd0c6aa2e4a9a5-contig_1-290634-293756-+	WP_010967460	1065	1039	28.5	2.28e-122	400	WP_010967460 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~nolG~~~nodulation protein NolG~~~BlastRules:WP_010967460
a67c631e64ec5a0f21239bd177558427-contig_1-297574-298740-+	WP_005769896	348	299	29.1	5.13e-29	115	WP_005769896 BlastRules~~~80~~~94.0~~~90.0~~~90.0~~~coxFIC1~~~Dot/Icm type IV secretion system effector CoxFIC1~~~BlastRules:WP_005769896
